"","fips_county","state","current_adult_asthma","rail_crossings","below_poverty","no_high_school_diploma","riverine_flooding_annualized_frequency"
"677","37083","NC",11.6833333333333,5,0.783366666666667,0.8222,1.291666666
"678","37085","NC",10.1518518518519,2.40740740740741,0.633525925925926,0.619914814814815,0.925925925925926
"679","37087","NC",9.59333333333333,5.1875,0.550426666666667,0.557493333333333,1.125
"680","37089","NC",9.08461538461538,4.03703703703704,0.427930769230769,0.448203846153846,2.64814814814815
"681","37091","NC",11.46,5.6,0.74438,0.80052,0.583333333
"682","37093","NC",11.4125,11.3333333333333,0.7662875,0.6614,0.958333333
"683","37095","NC",10.1,0,0.7814,0.7659,0.208333333
"684","37097","NC",9.46363636363636,4.09090909090909,0.450979545454545,0.502206818181818,0.833333333
"685","37099","NC",9.91111111111111,9.33333333333333,0.692388888888889,0.557222222222222,1.25
"686","37101","NC",9.968,4.44,0.558116,0.63918,1.625
"687","37103","NC",11.1,1.33333333333333,0.840133333333333,0.764666666666667,0.625
"688","37105","NC",10.1538461538462,5.61538461538461,0.567453846153846,0.655415384615385,0.916666666
"689","37107","NC",11.6466666666667,5.8,0.767806666666667,0.769406666666667,1.125
"690","37109","NC",9.66111111111111,3.33333333333333,0.511505555555556,0.588572222222222,0.875
"691","37111","NC",9.98,9.2,0.64779,0.70382,1.083333333
"692","37113","NC",9.4,0,0.597955555555556,0.5162,1.333333333
"693","37115","NC",9.96666666666667,3.83333333333333,0.686333333333333,0.695633333333333,1.5
"694","37117","NC",11.2,14.6666666666667,0.662683333333333,0.708883333333333,0.666666666
"695","37119","NC",9.52,1.75536480686695,0.449907359307359,0.4095,3.47639484978541
"696","37121","NC",9.8,16,0.544425,0.667875,0.916666666
"697","37123","NC",10.5333333333333,19.6666666666667,0.6882,0.796383333333333,1.291666666
"698","37125","NC",9.20555555555556,8.88888888888889,0.465211111111111,0.420755555555556,1.25925925894444
"699","37127","NC",10.5166666666667,5.05555555555556,0.6001,0.646127777777778,1.125
"700","37129","NC",9.50697674418605,2.29545454545455,0.575504651162791,0.34956976744186,2.57575757545455
"701","37131","NC",11.28,16.2,0.75962,0.7551,0.583333333
"702","37133","NC",9.69677419354839,1.625,0.533156666666667,0.383487096774194,1.458333333
"703","37135","NC",9.3,1.85714285714286,0.477025925925926,0.274496428571429,1.12202380921429
"704","37137","NC",9.925,0,0.5512,0.55655,0.458333333
"705","37139","NC",10.91,2.7,0.5874,0.6554,0.666666666
"706","37141","NC",9.82,0,0.6016,0.569693333333333,1.833333333
"707","37143","NC",10.3666666666667,6,0.637166666666667,0.615666666666667,0.416666666
"708","37145","NC",10.5,4.42857142857143,0.636357142857143,0.625871428571429,0.75
"709","37147","NC",10.490625,5.59375,0.70665625,0.4799375,1.208333333
"710","37149","NC",9.15714285714286,1.71428571428571,0.414714285714286,0.442814285714286,0.75
"711","37151","NC",10.1285714285714,6.07142857142857,0.597485714285714,0.748942857142857,1.708333333
"712","37153","NC",11.1454545454545,6.36363636363636,0.777163636363636,0.773690909090909,0.833333333
"713","37155","NC",12.7677419354839,7.29032258064516,0.838877419354839,0.820954838709677,0.666666666
"714","37157","NC",10.4095238095238,3.85714285714286,0.64447619047619,0.719771428571429,2.041666666
"715","37159","NC",10.2933333333333,5.7,0.632956666666667,0.658803333333333,1.083333333
"716","37161","NC",10.3307692307692,4.76923076923077,0.641623076923077,0.708930769230769,0.916666666
"717","37163","NC",11.0545454545455,3.81818181818182,0.794827272727273,0.819145454545455,1.083333333
"718","37165","NC",11.8142857142857,15.7142857142857,0.8017,0.760685714285714,0.791666666
"719","37167","NC",9.89230769230769,11,0.5357,0.6723,2.166666666
"720","37169","NC",9.98888888888889,4.44444444444444,0.5328,0.703944444444444,0.666666666
"721","37171","NC",10.3590909090909,4.81818181818182,0.630227272727273,0.801763636363636,1.875
"722","37173","NC",11.25,14,0.6588,0.83105,1
"723","37175","NC",9.48571428571429,5.57142857142857,0.539657142857143,0.493928571428571,2.333333333
"724","37177","NC",10.7,0,0.8268,0.8692,0.083333333
"725","37179","NC",9.30487804878049,1.60975609756098,0.325370731707317,0.432314634146341,2.666666666
"726","37181","NC",11.85,4.6,0.78713,0.7771,0.375
"727","37183","NC",8.79783783783784,1.54545454545455,0.338783870967742,0.303725268817204,3.90151515090909
"728","37185","NC",11.05,1.33333333333333,0.6171,0.68115,0.75
"729","37187","NC",11.3333333333333,9,0.760166666666667,0.8007,0.333333333
"730","37189","NC",9.69230769230769,0,0.675238461538462,0.465661538461538,3.083333333
"731","37191","NC",10.5961538461538,5.11538461538461,0.667053846153846,0.648384615384615,1.333333333
"732","37193","NC",10.5285714285714,2.92857142857143,0.724671428571429,0.806021428571429,1.666666666
"733","37195","NC",11.4105263157895,6.15789473684211,0.714047368421053,0.780894736842105,1.125
"734","37197","NC",10.0714285714286,0,0.598757142857143,0.778357142857143,0.791666666
"735","37199","NC",9.94,0,0.71768,0.68558,1
"736","45001","SC",10.3166666666667,3.83333333333333,0.751316666666667,0.794533333333333,0.541666666
"737","45003","SC",9.51875,3.81818181818182,0.57435625,0.55698125,0.416666666
"738","45005","SC",11.1333333333333,23,0.732333333333333,0.801333333333333,0.166666666
"739","45007","SC",10.0076923076923,4.84615384615385,0.555723076923077,0.641915384615385,1.666666666
"740","45009","SC",10.75,7.25,0.77135,0.743875,0.291666666
"741","45011","SC",11.14,1.5,0.77798,0.7743,0.333333333
"742","45013","SC",8.3775,0.292682926829268,0.3951775,0.30352,1
"743","45015","SC",9.51818181818182,2.62222222222222,0.480797727272727,0.519252272727273,1.74629629568889
"744","45017","SC",10,17,0.679333333333333,0.6638,0.291666666
"745","45019","SC",9.58823529411765,1.87209302325581,0.534397647058824,0.374085882352941,3.81862745065882
"746","45021","SC",10.2384615384615,5.69230769230769,0.717461538461538,0.795807692307692,0.416666666
"747","45023","SC",10.5363636363636,10.0909090909091,0.715336363636364,0.737890909090909,0.416666666
"748","45025","SC",10.85,3.8,0.75819,0.86488,0.833333333
"749","45027","SC",10.7545454545455,2.58333333333333,0.749163636363636,0.80035,0.458333333333333
"750","45029","SC",10.3444444444444,7.88888888888889,0.719988888888889,0.601888888888889,0.583333333
"751","45031","SC",10.78125,7.375,0.74004375,0.7440875,0.624999999375
"752","45033","SC",11.5666666666667,11.6666666666667,0.886383333333333,0.861233333333333,0.208333333
"753","45035","SC",9.24,3.64,0.45476,0.433736,1.375
"754","45037","SC",9.93333333333333,4.83333333333333,0.59555,0.726066666666667,0.125
"755","45039","SC",11,14.2,0.77088,0.70802,0.166666666
"756","45041","SC",10.190625,2.75757575757576,0.6383375,0.629203125,0.719696969090909
"757","45043","SC",10.1071428571429,3.73333333333333,0.603928571428571,0.583214285714286,1.125
"758","45045","SC",9.41261261261261,2.35135135135135,0.488254054054054,0.528736036036036,3.1704204198018
"759","45047","SC",9.85,5.07142857142857,0.678064285714286,0.634442857142857,0.833333333
"760","45049","SC",10.88,22.4,0.67918,0.70242,0.333333333
"761","45051","SC",9.44929577464789,2.04166666666667,0.558207042253521,0.453352112676056,1.65258215932394
"762","45053","SC",10.1,5,0.680575,0.697725,0.416666666
"763","45055","SC",9.74666666666667,2.46666666666667,0.61008,0.60416,0.541666666
"764","45057","SC",9.90714285714286,6.07142857142857,0.564042857142857,0.6662,0.666666666
"765","45059","SC",9.92941176470588,11.2941176470588,0.690170588235294,0.769247058823529,1.083333333
"766","45061","SC",11.3166666666667,4.14285714285714,0.800433333333333,0.809116666666667,0.0714285711428571
"767","45063","SC",8.98219178082192,2.10810810810811,0.472035616438356,0.455472602739726,1.23930180116216
"768","45065","SC",9.63333333333333,18.3333333333333,0.668333333333333,0.658966666666667,0.166666666
"769","45067","SC",11.175,10.875,0.7964875,0.7791,0.666666666
"770","45069","SC",11.2571428571429,12,0.7991,0.833614285714286,0.291666666
"771","45071","SC",10.225,16,0.6697125,0.775525,0.291666666
"772","45073","SC",9.53333333333333,5.6,0.617813333333333,0.653786666666667,0.958333333
"773","45075","SC",11.245,9,0.79475,0.651535,0.666666666
"774","45077","SC",9.58571428571429,2.25,0.571114285714286,0.64775,1.291666666
"775","45079","SC",9.88977272727273,2.66292134831461,0.631675862068966,0.432155056179775,3.08988763988764
"776","45081","SC",9.88,6.6,0.58792,0.80434,0.208333333
"777","45083","SC",10.2927536231884,4.27536231884058,0.564355072463768,0.644111594202899,2.26570048276812
"778","45085","SC",10.8695652173913,3.39130434782609,0.700526086956522,0.684826086956522,0.375
"779","45087","SC",10.4333333333333,10.7777777777778,0.683177777777778,0.751177777777778,0.541666666
"780","45089","SC",11.0181818181818,7,0.8015,0.781372727272727,0.378787878181818
"781","45091","SC",9.72391304347826,2.65217391304348,0.490723913043478,0.514830434782609,1.10326086926087
"782","47001","TN",10.4176470588235,10.2222222222222,0.583194117647059,0.564594117647059,1.10185185122222
"783","47003","TN",10.5888888888889,6.88888888888889,0.544422222222222,0.740077777777778,1.416666666
"784","47005","TN",11.32,2.8,0.755,0.77602,1.458333333
"785","47007","TN",11.1333333333333,0,0.746133333333333,0.875966666666667,1.458333333
